Rank,Address,Name Tag,Balance,Percentage,Txn Count
916,0xe8a4249cfb04f79007c9c26ba2e004383b61061e,,"12,871.14972983 Ether",0.01073856%,13
917,0x8bf6fd55845d30c4a5befe7e0ac046005e29a3ce,,"12,867 Ether",0.01073510%,26
918,0xc92d500dcbe98df16a0906248a031cca80676593,,"12,750.98178582 Ether",0.01063831%,15
919,0xa3c52796f5b3eeb84a1a4540c4b0a9310f8020d4,,"12,746.799559 Ether",0.01063482%,2
920,0x7d34487e36f3c6021b8ca8ed5fc908f85be86038,,"12,739.98868805 Ether",0.01062913%,2
921,0x9714d236493797eea2941988700cf710812a7b3f,,"12,708.81825737 Ether",0.01060313%,8
922,0x0842b50fcbe9f8515351ef9c0e47c9a3a30fd3ef,,"12,576.3163809 Ether",0.01049258%,9
923,0x000000000000000000000000000000000000dead,Null Address: 0x00...dEaD,"12,559.60520969 Ether",0.01047864%,3631
924,0x2ee555c9006a9dc4674f01e0d4dfc58e013708f0,,"12,544.09875322 Ether",0.01046570%,2376
925,0xb8901acb165ed027e32754e0ffe830802919727f,Hop Protocol: Ethereum Bridge,"12,513.23201405 Ether",0.01043995%,294417
926,0xae5fe747924014ffb0275eea83e352c6278d5b92,,"12,501.95735183 Ether",0.01043054%,9
927,0xeb001fb307e9b85a9f2d36163035d154edf57db5,,"12,501.785 Ether",0.01043040%,9
928,0x0c295c085cae9c6278df49477d29f71d78c5490d,Sparkster: Wallet,"12,500.8355312 Ether",0.01042960%,71
929,0x697e3972fc5e51ce91313e159ce19ebffa87dd75,,"12,500.34408095 Ether",0.01042919%,1
930,0x9dca64c99cb71ab2efde929bd732df930b4e81a7,,"12,500 Ether",0.01042891%,1
931,0x1775642e42576c68a8919e4e35c05caf8c94adee,,"12,500 Ether",0.01042891%,1
932,0xd49df8e16abcac8846a7e23431320ebebd80fe0a,,"12,499.982108 Ether",0.01042889%,1
933,0x05b2dd0181cb0c69ce6e02c93003b3a49b498e73,,"12,491.50801844 Ether",0.01042182%,30
934,0x44e1eaa71b565bed26fff68adcae17d5b5daaa96,,"12,481.58866686 Ether",0.01041355%,2
935,0xe4021ce8204fb271c09652f1842fcc5add47a9cb,,"12,400 Ether",0.01034548%,2
936,0xb68b631e3d734a58bf3a8fce36886664c7dc99ab,,"12,400 Ether",0.01034548%,2
937,0x3e639a3240aa81ae91b8edb391c66745ccd89573,,"12,400 Ether",0.01034548%,1
938,0xeed94941e5b6d503ab6e5d43b9599babae798801,,"12,400 Ether",0.01034548%,1
939,0x430e4cdd77b8124b82188ebac0359f5577aab4e9,,"12,400 Ether",0.01034548%,2
940,0x8ded4b4ab7e4eb79ee929d955bd4652500bac64e,,"12,400 Ether",0.01034548%,1
941,0xf3c966a09c119ddb5389bb0a2671236c1823a363,,"12,394.75604179 Ether",0.01034110%,2
942,0xe9243a9dbc0466987977bb921137057cec5838d7,,"12,354.52953731 Ether",0.01030754%,63
943,0x88ee87f40c77ea2ca43294b4f65dc4391223b1d8,,"12,342.66834369 Ether",0.01029764%,2
944,0xf974168f4024b1dc0b5bcf41d7be86c56948bbbd,,"12,342.61711832 Ether",0.01029760%,75
945,0xc2906c3c14d89bdd7bfc22a3f6c1f375664aaaab,,"12,341.71414387 Ether",0.01029685%,6
946,0x7273dd8d6a98daf466f20d294e75d05f141ba8c9,,"12,329.2275483 Ether",0.01028643%,1
947,0xdd460bfc5274243d92fea89d19e3f1afe1476c25,,"12,300 Ether",0.01026205%,2
948,0x720d7ddbde53962a97f072d069ec11abbf842b12,,"12,300 Ether",0.01026205%,2
949,0xb15ef72f94174c978cbb03e6a1642c6d583b0105,,"12,300 Ether",0.01026205%,1
950,0x8e26a0d4d724cc77c0a988c375b5cebc0ff5ae62,,"12,300 Ether",0.01026205%,1
951,0xf9ce8350d3a3e132e9fd75660fd1f01541d31289,,"12,300 Ether",0.01026205%,1
952,0x692fd667d7c7d38b99397f344d31fa6182f58bdf,,"12,300 Ether",0.01026205%,1
953,0x96dd0d4e10b1e8fae64771ec14793f716b12e889,,"12,299.9807346 Ether",0.01026203%,1
954,0xf8d1e3f35820c6bf262592dfaae5dbea24ca404a,,"12,299.9807346 Ether",0.01026203%,1
955,0x0cd76cd43992c665fdc2d8ac91b935ca3165e782,Bitfinex 18,"12,284.33645009 Ether",0.01024898%,1
956,0x396d31b4b14ca01f9a45f3e5afb11754174ad576,,"12,282.0650492 Ether",0.01024708%,2
957,0x8453584a31246b9a7776bf181544d180e05a210c,,"12,272.79141227 Ether",0.01023934%,31
958,0xde6829af5e76d00f3a08f8d02e34baa6b16a8bf6,,"12,235 Ether",0.01020781%,15
959,0xcfbe3d32e3d8b94001b90a39be9e49cbdffa83f8,,"12,229.811559 Ether",0.01020349%,2
960,0x10bf1dcb5ab7860bab1c3320163c6dddf8dcc0e4,,"12,228.0539128 Ether",0.01020202%,3634
961,0xbb10b35480edaa5dd648253f584f15f1185b6c76,,"12,200 Ether",0.01017861%,1
962,0x012746ee19ad1d0a1648ff1b00d43273877a0ab8,,"12,200 Ether",0.01017861%,1
963,0x2b892d1a18a1881bec419f5478fe8c565ab50928,,"12,200 Ether",0.01017861%,1
964,0xd32c52849ad7241306546113b2073310ad42322e,,"12,195.37717094 Ether",0.01017476%,2
965,0xc4427b82d97f1a3ae7cbeff01a938abe56039227,,"12,176.95834039 Ether",0.01015939%,17
966,0xe2f455993c24f6c0d49d30c1e56de95d314a0a6a,,"12,165.53213808 Ether",0.01014986%,9
967,0xa408e7e8fc70ded5c9453f401901f744df6d7b11,,"12,147.66174174 Ether",0.01013495%,25
968,0xa6482d46e8e5b68234d01252db1b99719dbef1cf,,"12,111.78062205 Ether",0.01010501%,5
969,0xc259129b5270d6fedd4efa7d8736f2f103d97f13,,"12,095.53336306 Ether",0.01009146%,2
970,0xbd69cbe009973a48edeccd4e4dd9bc5a1f66da46,,"12,087.17110481 Ether",0.01008448%,31
971,0x214984f6f8b4197a9a32159ed17b72650331538a,,"12,021.95138016 Ether",0.01003007%,9
972,0x03b51bf1e67f976107ce9446f5694ca1685e6c5a,,"12,006.88866528 Ether",0.01001750%,2
973,0x31fc4616ab86a2eb61eb8189abbdbffae23a5fcf,,"12,001.49436494 Ether",0.01001300%,2
974,0xc9d3c0acc22938d735d891ec20e84e76e7c030d7,,"12,000.47700791 Ether",0.01001215%,61
975,0xe849ad35da9560a67cec7236dfa3c3246b939396,,"12,000 Ether",0.01001175%,2
976,0x0e6dfd553b2e873d2aec15bd5fbb3f8472d8d394,,"12,000 Ether",0.01001175%,2
977,0x4d55c2ef2649809a4fb9bd9e6b5381a98b80364d,,"12,000 Ether",0.01001175%,2
978,0x90deb2d65335e84b68f79a0706963c5ab9e26c86,,"12,000 Ether",0.01001175%,2
979,0x95bfd1ba0404e1f382448d0d5370b3dd775db364,,"12,000 Ether",0.01001175%,1
980,0xab6a364a21f1d4ebe58bcae301bcf892b45e36c2,,"12,000 Ether",0.01001175%,1
981,0x8707d70c64007a1f095bcda3fbd3f6fbd97089e8,,"11,999.996325 Ether",0.01001175%,3
982,0xd1a150ccba297f1e160442ac3dec8849f8ea5afc,,"11,999.9810118 Ether",0.01001174%,1
983,0x6032dfc7869799418b7f9185a356dd704a73e6a7,,"11,938.01532458 Ether",0.00996004%,28
984,0x1ad9443a38be75b2ffd191167fa6c3b13629fe13,,"11,913.374659 Ether",0.00993948%,2
985,0xc1a806b1210dd14af5a9a9d7038413db3f586a74,,"11,903.78052593 Ether",0.00993147%,3
986,0x995ae367358d35e0787e3a2e509d1692de982307,,"11,900 Ether",0.00992832%,1
987,0xee675f59ba9a34ca382a0067d50998028a1e1293,,"11,900 Ether",0.00992832%,1
988,0x04c1c1125338a392251a51bcdffece74669766df,,"11,900 Ether",0.00992832%,1
989,0xdb91d91e813e743e549d5d912e32900ed1701e38,,"11,889 Ether",0.00991914%,15
990,0x3ad2fcd6a2ce246e890826c9bcca20f06ce11083,,"11,884.01 Ether",0.00991498%,1
991,0x825650c11d8984cfbab8d131074d93be36e12f7a,,"11,881.92516393 Ether",0.00991324%,2
992,0x37668560ee719c397af89c5849d00c3c262246a7,,"11,876.855559 Ether",0.00990901%,2
993,0xa5f62c35935c4d7da4f55ae5993a5d61fd8b4112,,"11,867.70058362 Ether",0.00990137%,49
994,0xcf8bbeccf495ad0127c32eb0b284b85d891eee7a,,"11,866.96044035 Ether",0.00990075%,52
995,0x7758e507850da48cd47df1fb5f875c23e3340c50,,"11,835.68059657 Ether",0.00987466%,53086
996,0xd793281182a0e3e023116004778f45c29fc14f19,Gate.io: Contract,"11,828.78872651 Ether",0.00986891%,213
997,0x85270ba7bc7a3bfba20b493be6b539ffc58bf3fb,,"11,816 Ether",0.00985824%,14
998,0x36eed1a4dd70f0731dd20ef76c32345185a8a042,,"11,810.2096069 Ether",0.00985341%,66
999,0xcd08bedee338bf69f38ef49ba64d88043a2d1953,,"11,808.9265888 Ether",0.00985234%,40
1000,0x66a0be112efe2cc3bc2f09fa2acaaf9f593b0265,,"11,803.59173359 Ether",0.00984789%,71
1001,0x0936bab7e471efbd4efe1d2be2e37d1ea70444fb,,"11,800 Ether",0.00984489%,2
1002,0xaf3aa7b4cecb92995cd240a849c9dae70e09186d,,"11,781.267 Ether",0.00982926%,2
1003,0x4ccb325e3ad2da72ebae22569000fce1683d848e,,"11,776.86119896 Ether",0.00982558%,21
1004,0xd4f654bf8dde831d28459fb4a12022609a5e2de4,,"11,758.93232 Ether",0.00981063%,2
1005,0x875abe6f1e2aba07bed4a3234d8555a0d7656d12,,"11,756.65510072 Ether",0.00980873%,555
1006,0x8bcbccfc6736c61fdbe6791453564ef432241b53,,"11,740.77894571 Ether",0.00979548%,19
1007,0x242b7b0cdacf427c92ecdcec292084de7a0993ba,,"11,739.93341753 Ether",0.00979477%,2
1008,0x168ae36b4386cea14475faa41498a0ea63c67dd7,,"11,717.21887754 Ether",0.00977582%,31
1009,0xffc19fe32623c6aeccdbae37f631589a45196385,,"11,707.23681037 Ether",0.00976750%,152
1010,0x6971f9330d938bb2acc64937301e6a472cc2ae56,,"11,700 Ether",0.00976146%,2
1011,0xf77f5b8caffb6fdf9013809df607b7aed05767ea,,"11,700 Ether",0.00976146%,1
1012,0xca2c2b40c555a74cd444c1250cc4a2dad6cfbd6a,,"11,700 Ether",0.00976146%,1
1013,0x8470590edf758197368b3bc0327cef0048c2fb1b,,"11,700 Ether",0.00976146%,2
1014,0x8d6897bea342692e4bb57ee3115378c98da07932,,"11,700 Ether",0.00976146%,2
1015,0x6b26487e2ab4cbe34d88eb5b57311f82ed4f0e47,,"11,700 Ether",0.00976146%,2
1016,0x87556707d7f3edfabc3564d04c4f6dee7a2bc2c8,,"11,700 Ether",0.00976146%,1
1017,0x5acf811f58ae94c8a049fc977cfa4949e43d5264,,"11,700 Ether",0.00976146%,1
1018,0xa6a4d3218bbf0e81b38390396f9ea7eb8b9c9820,,"11,697.26635959 Ether",0.00975918%,58
1019,0x40e8483d83022aa1a2d50542eba6a4abc126db1a,,"11,660.30183066 Ether",0.00972834%,23
1020,0x212370f0a209c0e76d278a1ed7528ca18107487e,,"11,641.25175095 Ether",0.00971244%,2
1021,0x5dae5427ef147701e3836d244e30a692d64c3abf,,"11,640.6307587 Ether",0.00971193%,14
1022,0x5f363e0ab747e02d1b3b66abb69ea53c7baf523a,,"11,640 Ether",0.00971140%,2
1023,0x10c6b61dbf44a083aec3780acf769c77be747e23,Multichain: Moonriver Bridge,"11,639.27478596 Ether",0.00971079%,30382
1024,0xc07582a7d47aa748de45b526839a4ed505c6c370,,"11,628.455924 Ether",0.00970177%,13
1025,0xcc5e414f1e06a74e707a8fcca0438448f5353e3e,,"11,620.569559 Ether",0.00969519%,2
1026,0xed69da639c1cb32e4899cf5baf7cb70c197c83d7,,"11,619.84107027 Ether",0.00969458%,41
1027,0xdc990c399128275f0c16eb57b6f13cb28e98297a,,"11,616.58090493 Ether",0.00969186%,2
1028,0x7d90adce222e1d67e8e07df57546f4e23e34d6e6,,"11,616.492559 Ether",0.00969179%,2
1029,0xc4a99353382616531ed7cea9cfafaf7b816f1af7,,"11,600 Ether",0.00967803%,2
1030,0xe6c43632b0d657ebb7b9352bd18c7ce79ce1221c,,"11,600 Ether",0.00967803%,2
1031,0x1531b0467896ade3b46a111999da55a83922c7fc,,"11,600 Ether",0.00967803%,1
1032,0x4d6e89bdf8374dc2e97aed249b05ee1210e4f9cf,,"11,600 Ether",0.00967803%,2
1033,0x3666f19bc40a5b513df91de8461f5f3a29e26d95,,"11,600 Ether",0.00967803%,1
1034,0xc646a017997b450337423ea3b39e4482bbcb57e4,,"11,600 Ether",0.00967803%,1
1035,0x421d841b17a3408a58178ef26e12bc41723e3766,,"11,600 Ether",0.00967803%,1
1036,0x6b7da8f6844b90f90bfc646816de6cd5fd741fd0,,"11,600 Ether",0.00967803%,2
1037,0xc0a462d9e3552d16283cb4f4d0eadf40a94aa73f,,"11,600 Ether",0.00967803%,1
1038,0x16c59455ed84328e787e1b84f04dc56063aaaec0,,"11,600 Ether",0.00967803%,1
1039,0xa00776491b80e483789e620fe81658a120ee65a5,,"11,599.998908 Ether",0.00967803%,4
1040,0xe8494fcb661ef9ede4c0eff5b49972d5ee48bb43,,"11,599.979084 Ether",0.00967801%,1
1041,0x81e634ed38c4f95263f800aa6d72eb69350d0427,,"11,580.2315379 Ether",0.00966153%,74
1042,0x49c737359364809b86ac0c482542210f433b79fb,,"11,579.726451 Ether",0.00966111%,11
1043,0xf42c318dbfbaab0eee040279c6a2588fa01a961d,,"11,539.5 Ether",0.00962755%,4773
1044,0x86766247ba3405c5f15f06b895294200809e9cfb,CashioApp Exploiter,"11,517.42640234 Ether",0.00960913%,44
1045,0x95631d64b8825cec13956b7afeb8d797f103c372,,"11,500 Ether",0.00959460%,2
1046,0x45c9a1c0cb059ef87d1d9a935f9d980951e29d47,,"11,500 Ether",0.00959460%,2
1047,0xfcb8e0fb3bb60cb7e63cb3203aee3f039f48119a,,"11,500 Ether",0.00959460%,1
1048,0xd510be34915ef01a74c2cf86b1a8d7ae47243784,,"11,500 Ether",0.00959460%,1
1049,0x84528a9c8a5fb6205cee8068df033eb7f46b74ed,,"11,500 Ether",0.00959460%,1
1050,0x6a4e04255371891d03daa2a928b553eaea883ddd,,"11,500 Ether",0.00959460%,1
1051,0x1130039c36e63079ac232bdcca5011f1abef0763,,"11,500 Ether",0.00959460%,1
1052,0x3a2f53cc8c2a0013cddb0b95f7676fdc214ef372,,"11,500 Ether",0.00959460%,1
1053,0x492f513a65ff5e5538f2c06d139e6a61292c7deb,,"11,482.5461 Ether",0.00958003%,6
1054,0x451eb95b927b9281bccc79df9a459e8e94a4f985,,"11,475.01576632 Ether",0.00957375%,50
1055,0xb4844cbdb1338076b0683606d3de729ea4f7514a,,"11,475.01526512 Ether",0.00957375%,2
1056,0x0aca67fa70b142a3b9bf2ed89a81b40ff85dacdc,,"11,468.39377854 Ether",0.00956823%,1016
1057,0x7b67ec9522fada7e09362e1caac5c49bee6079b4,,"11,437.13645281 Ether",0.00954215%,2
1058,0x66017d22b0f8556afdd19fc67041899eb65a21bb,Liquity: Stability Pool,"11,404.11981706 Ether",0.00951460%,26600
1059,0x0000000000000000000000000000000000000000,Null Address: 0x000…000,"11,401.56022019 Ether",0.00951247%,69523
1060,0x2e08451b79a01cda253811e45719ceb42640c20d,,"11,346.80068422 Ether",0.00946678%,16
1061,0x3b7a0869d228ad5c154b922cd7a7cb1c46fe6ed4,,"11,344.25354749 Ether",0.00946465%,602
1062,0xf4773bb87ac02418f86bfaa74dfb3cfb4c7290c5,,"11,323.91562523 Ether",0.00944769%,2
1063,0xcd531ae9efcce479654c4926dec5f6209531ca7b,,"11,322.94332022 Ether",0.00944687%,15390
1064,0xf45d9cc68efba835524b9e3ae317e0401ee6962b,,"11,300.996745 Ether",0.00942856%,9
1065,0x20a29f464eed22b688d9f33b43be99052dac13fa,,"11,300 Ether",0.00942773%,1
1066,0x873802b08dd89db2f2e137d4435b81dca5e6650c,,"11,269.001 Ether",0.00940187%,2
1067,0x7f8ce40eed0c25f0172a04bc8eb2e903fe11eec4,,"11,265.3419592 Ether",0.00939882%,6
1068,0x4fadc4415545ceb4c42a05070271d050e50f6ceb,,"11,214.39093078 Ether",0.00935631%,138
1069,0x54896f542f044709807f0d79033934d661d39fc1,,"11,210.84588372 Ether",0.00935335%,1
1070,0x0b3f16771649dd876be6f6d4467042f3c45b03b8,,"11,171.98681847 Ether",0.00932093%,2
1071,0x8d15f64920dda38883b0bb44129c1f660392e167,,"11,165.59661648 Ether",0.00931560%,315
1072,0x5e0c61bd1ad044d3a54d41c43310d9ac22484868,,"11,145.55005244 Ether",0.00929887%,1
1073,0x4a985eb03a55dea05bc471d6e6811a6bccea7ece,,"11,111.99999 Ether",0.00927088%,2
1074,0x21786202e5a25e5cca759939c7d56d428dbee352,,"11,103.99703011 Ether",0.00926420%,10
1075,0x55c536da641436e81d7e3f83d1b1346de20e7a71,Whiteheart: Deployer,"11,076.30819998 Ether",0.00924110%,21
1076,0xf546c8d069e9aa511cd8c11e0951714544a0479f,,"11,075.00000678 Ether",0.00924001%,4
1077,0x874b87125cf394cd17398f45ee0dbc31fceda791,,"11,058.35008065 Ether",0.00922612%,65
1078,0x6c1c75e0d1b2ea3013b828ff317dfd1df24f559a,,"11,049.58938253 Ether",0.00921881%,4
1079,0x89f813c9e0f95059456701d0fe7dfa7e1d233ed1,,"11,038.76245688 Ether",0.00920978%,8
1080,0x1d4eabe367ed58fefabdf5ae4d73a1d0a6c2c8a9,,"11,031.01 Ether",0.00920331%,2
1081,0xff575a22975cc413771825eb84c163189a4d5d22,,"11,018.82106934 Ether",0.00919314%,0
1082,0x1395c7153b531d3b2d53834cf3aee70b919f6fd4,,"11,017.207559 Ether",0.00919180%,2
1083,0xd821a193b7e97adc2ff3d3d72705d172d36856e5,,"11,004.91696266 Ether",0.00918154%,2
1084,0xef414ba7709e6cf9bbc93ba4fcb9a53f372bf54c,,"11,001 Ether",0.00917827%,6
1085,0x5e6d4795b56a63385e5ac5da1b68d9f738a9a46b,,"11,000.00900012 Ether",0.00917745%,3
1086,0xa6f3ab8b87793a68957a1c676fc1bdedd5121481,,"11,000 Ether",0.00917744%,1
1087,0xf77d5d0b9f8e0234bfd7dbf1958382ddcbe2bb0a,,"10,999.996472 Ether",0.00917744%,9
1088,0x167a9333bf582556f35bd4d16a7e80e191aa6476,Coinone,"10,997.46414629 Ether",0.00917532%,971320
1089,0xd4fcc07a8da7d55599167991d4ab47f976d0a306,,"10,963.5572 Ether",0.00914703%,10
1090,0x595a0c6463fce669f0f3199e34e983269081ece4,,"10,960.58389598 Ether",0.00914455%,3
1091,0x0a293614cadc1b899ceb460d5d05a4afd881a9b5,,"10,948.14967137 Ether",0.00913418%,311
1092,0x575c1d694cecaf1ec075e7e622dc477fcab50e4f,,"10,945.181874 Ether",0.00913170%,3
1093,0xe53e7fee9d6bb139997aceac12aa5515768448f4,,"10,909.46264745 Ether",0.00910190%,2
1094,0x54012e580362da57aa519daf45012e873ecfb4dd,,"10,906.4282981 Ether",0.00909937%,2
1095,0x174a07844d29ca07638c6c5bea2e88d3cb011c4e,,"10,901.55993075 Ether",0.00909531%,2
1096,0x2bac1984fea7e034f3ac67dc385ca2fa0fce406a,,"10,900 Ether",0.00909401%,2
1097,0xce79a744e97b379422fed0d1d9bcde6dbe01e304,,"10,900 Ether",0.00909401%,2
1098,0x749bad48a876b2b9bba1f5d0dac7b646d10283f4,,"10,900 Ether",0.00909401%,2
1099,0xbfaede6eb73a94b55860e29a71edc12fa46891d5,,"10,900 Ether",0.00909401%,1
1100,0x4675be7bfd711281ba0074d373115ff2dde31241,,"10,900 Ether",0.00909401%,1
1101,0x00c79701f58c8bd9d31ab54d8ce7344063372049,,"10,900 Ether",0.00909401%,1
1102,0xbec4e43fc46e17bb8b543c150b7460b0753f20d9,,"10,899.9807346 Ether",0.00909399%,1
1103,0xc611a82181b867487491541fb89f821fc22410ae,,"10,873.74468651 Ether",0.00907210%,8
1104,0xc8c57e4c73c71f72ca0a7e043e5d2d144f98ef13,,"10,853.86381496 Ether",0.00905552%,140
1105,0xc4c319e2d4d66cca4464c0c2b32c9bd23ebe784e,,"10,837.28332192 Ether",0.00904168%,3416
1106,0x9b670474de7b156a768da6b896df7034cd8b469c,,"10,800 Ether",0.00901058%,161
1107,0x327122cf542f9ccca02792154f50a46fb430ec6a,,"10,800 Ether",0.00901058%,1
1108,0x4fe407507956af73847d703c13f3b33504b8134e,,"10,800 Ether",0.00901058%,2
1109,0xcd93e382eeabd806023183d2de564459053bfe3e,,"10,800 Ether",0.00901058%,1
1110,0xbf13709a606f2b77fce2d3219a586eba12bd1e76,,"10,800 Ether",0.00901058%,1
1111,0xb450652bbf2fff454cd449c1aa4f470cc9f35a9d,,"10,800 Ether",0.00901058%,1
1112,0x2d3a053588cb3f87601287948c10874173064d1b,,"10,792.59749171 Ether",0.00900440%,112
1113,0x6e473032e85e92a3dc5b57e99b9431918e61be22,,"10,757.29301107 Ether",0.00897495%,2
1114,0xfe89e0e5c3bd0fded502428179ff283d1e7f53c7,,"10,726.80674841 Ether",0.00894951%,32
1115,0xc61fe4124f587a545b8dee0072b4289b37e9f478,,"10,722.20599371 Ether",0.00894567%,2
1116,0x152876abd0edf56845dba1e714379faadad5060a,,"10,700.969748 Ether",0.00892795%,1
1117,0xea74e036762f560661550372f5abcf937c3a8585,,"10,699.969874 Ether",0.00892712%,1
1118,0xe8bfdf8f47b35418c73af2a2bc4d0d12488e93c5,,"10,698.016 Ether",0.00892549%,13
1119,0xe3e13d618bc58958ae44dff90b24ad456b5112af,,"10,682.10831846 Ether",0.00891222%,0
1120,0x3eb01b3391ea15ce752d01cf3d3f09dec596f650,Kyber: MultiSig,"10,676.34867096 Ether",0.00890741%,2207
1121,0x716ba01ead2a91270635f95f25bfaf2dd610ca23,,"10,660.99398409 Ether",0.00889460%,28
1122,0x6acf59f964ffa98f0aeaa33264606419fedf1097,,"10,636.4107355 Ether",0.00887409%,2
1123,0x693f77b0e8cce461869cf4349236950ee9c8af6e,,"10,633.22200001 Ether",0.00887143%,236
1124,0x3b7acb41954dd1667051d6d8066dd3bf39f1b61d,,"10,603.59472806 Ether",0.00884671%,2
1125,0xb2bdf5b0039ce3f4fe630bca64717c754797f53d,,"10,600 Ether",0.00884371%,1
1126,0x72a7dddbe54ef33f55373b312810553518159bb1,,"10,600 Ether",0.00884371%,1
1127,0x1692e170361cefd1eb7240ec13d048fd9af6d667,KuCoin 5,"10,597.49307239 Ether",0.00884162%,4254
1128,0x41603ef230eea286edd9a7d5b14de8952e54f8e2,,"10,593.63537159 Ether",0.00883840%,29
1129,0x7ebf1fcd6d5b7c8227ebfcdfe1ea26a47b6a32f5,,"10,581.19253659 Ether",0.00882802%,14
1130,0x198da095ca056c066e838eeef10caedbd81a5a08,,"10,580.5700433 Ether",0.00882750%,8
1131,0x6a211b0fdd9eca4339f02e8da47c348808ca7fc6,,"10,572.41304636 Ether",0.00882070%,2
1132,0x3f35f4569cd0db7c3aa29cfa1732482f2a1a29f9,,"10,547.88839668 Ether",0.00880024%,21
1133,0xbac8b881471e011a4976f63c866b595e7ef27fae,,"10,541.67820675 Ether",0.00879506%,2
1134,0xb706d4fe43cb71d2fb6a7f7140bdaf809eb1aece,,"10,537.999622 Ether",0.00879199%,3
1135,0xf1556137e7f45817e774096c5922f32c68ab15ae,,"10,522.84133299 Ether",0.00877934%,944
1136,0xec00bc63c3f3d2cfeabb126158792bd3a77827ab,,"10,492.9615015 Ether",0.00875441%,117
1137,0x631fdef0781c00add20176f254f5ae5c26da1c99,,"10,437.60941171 Ether",0.00870823%,302
1138,0xd7bd988b1c99f5e2d671ad80582786b86744f298,,"10,427.2103403 Ether",0.00869955%,158
1139,0x52d2083771c8a53b2315b136681bc8ec22e1176d,,"10,407.2803195 Ether",0.00868293%,1
1140,0x5fdcca53617f4d2b9134b29090c87d01058e27e9,Immutable X: Bridge,"10,402.65142127 Ether",0.00867906%,294829
1141,0x8a446971dbb112f3be15bc38c14d44b94d9e94b9,,"10,380.13500712 Ether",0.00866028%,28
1142,0x3a61da6d37493e2f248a6832f49b52af0a6f4fbb,,"10,362.09351153 Ether",0.00864523%,57431
1143,0x16da108374550fbd62dd732f9cd9bdb1d6c66c17,,"10,354.99722304 Ether",0.00863930%,28
1144,0x821447965e1a0277393707a4c2a5f5f9b4d6f68e,,"10,320.38568946 Ether",0.00861043%,2
1145,0xe11970f2f3de9d637fb786f2d869f8fea44195ac,,"10,316.59977047 Ether",0.00860727%,7740
1146,0xad6eaa735d9df3d7696fd03984379dae02ed8862,,"10,300.41649088 Ether",0.00859377%,10769
1147,0x2eafd40e7f7b6fd04c292bc42d90ed17b6b7b55f,,"10,299.47259001 Ether",0.00859298%,56
1148,0xca95b7f44c35dbedf586ae05f165779eea23db36,,"10,299.06327946 Ether",0.00859264%,2
1149,0x5cdaf83e077dbac2692b5864ca18b61d67453be8,ZKSwap: ZKSpace Bridge,"10,295.80514179 Ether",0.00858992%,32905
1150,0xe53fff67f9f384d20ebea36f43b93dc49ed22753,,"10,274.31167491 Ether",0.00857199%,62
1151,0x38c385df37626ffc96cf59bd3f399c24be74a259,,"10,269.19030599 Ether",0.00856772%,9
1152,0xe8c2e764516b633368cda857b285b42fefdf3242,,"10,267.25460312 Ether",0.00856610%,41
1153,0x4929a43b719c7ef1e6cf59337040a3fd869b3197,,"10,258.78922596 Ether",0.00855904%,33
1154,0x444272e48b1f819a76fa3c6152c23cd6de007d26,,"10,252.53003554 Ether",0.00855382%,18
1155,0xeab23c1e3776fad145e2e3dc56bcf739f6e0a393,,"10,229.40318587 Ether",0.00853452%,567
1156,0x6f00d284995d3ad8ed08b0c9e046b6ff8b5fdfde,,"10,213.29443447 Ether",0.00852108%,2
1157,0x9914955ffcb0d3ca8b6d1e5fa15199e892475387,,"10,208.1 Ether",0.00851675%,1
1158,0xbfb2fdb2ece8612b7ada65b46a1cd3396e6d7e43,,"10,206.477624 Ether",0.00851539%,1
1159,0x1ec4adaab2256f604a80135b686384b2bec906e2,,"10,201.55124859 Ether",0.00851128%,2
1160,0x02dfaa60995548f6d64ca4d127c6f3c5489253a7,,"10,198.78909289 Ether",0.00850898%,21
1161,0x9bac87df4bed2b798723cb72e93b3c8b3ba848ae,,"10,183.94003395 Ether",0.00849659%,12
1162,0xc38719bb0aecdbefbe9fdf91280ce97900d5d82e,,"10,182.7 Ether",0.00849556%,8
1163,0x26d9ff75372192e206afcdf8737784508311e322,,"10,151.83133474 Ether",0.00846980%,2
1164,0xb670243723fe354b2f8782cfb9ecffaf95c0f90a,,"10,151.73756773 Ether",0.00846972%,2
1165,0xd642eaab8d8f7f6c91bf062a5354c6e4d1ef7fb1,,"10,147.22303238 Ether",0.00846596%,2
1166,0x0fb39ced393f2b40c806686b2b716785bf3bffce,,"10,146.2227787 Ether",0.00846512%,1
1167,0xa0d00125abb8b4bd48d1f2b7ca168f8450f1c956,,"10,133.9232221 Ether",0.00845486%,5
1168,0x57a87d0e9828e91c1e4dff383131644c87a31839,,"10,131.64406953 Ether",0.00845296%,2
1169,0xc0b137404e4acd6d35840e1a367636ad141ed1a6,,"10,121.10066156 Ether",0.00844416%,2
1170,0x39fd78fe6a72faae2ab5f1f053c253b2e3685c15,,"10,117.04631539 Ether",0.00844078%,8
1171,0xf15deafe4b2aed343051c7a31040b8be920de504,,"10,110.15321344 Ether",0.00843503%,1
1172,0xbbabc0c69055ac0fcdd92b6b168c04d532d71e0d,,"10,100 Ether",0.00842656%,1
1173,0x6da0264f1c8a5ea780ad360fe1264cc6132abe56,,"10,100 Ether",0.00842656%,1
