Rank,Address,Name Tag,Balance,Percentage,Txn Count
5411,0xa62142888aba8370742be823c1782d17a0389da1,Fomo3D: Long,"1,224.81117166 Ether",0.00102186%,245323
5441,0x8b4de256180cfec54c436a470af50f9ee2813dbb,SBI Crypto Pool,"1,211.04911155 Ether",0.00101038%,2848
5462,0x241e82c79452f51fbfc89fac6d912e021db1a3b7,DDEX: Margin,"1,205.13999879 Ether",0.00100545%,66270
5512,0xe3031c1bfaa7825813c562cbdcc69d96fcad2087,Gopax: WBTC Merchant Deposit Address,"1,199.64941569 Ether",0.00100086%,518582
5514,0x8de9c5a032463c561423387a9648c5c7bcc5bc90,OpenSea: Fees,"1,198.71184772 Ether",0.00100008%,10
5532,0x148426fdc4c8a51b96b4bed827907b5fa6491ad0,bZx Exploiter 1,"1,193.69289949 Ether",0.00099589%,79
5575,0x0708f87a089a91c65d48721aa941084648562287,Miner: 0x070...287,"1,175.42084244 Ether",0.00098065%,355
5596,0xf2401fa52bcaacfdc67fd7f2b8983ddd15092fa9,Fake_Phishing2753,"1,164.74805949 Ether",0.00097175%,26
5671,0xaa9133eec3ae5f9440c1a1e61e2d2cc571675527,ABCC Exchange,"1,143.21230422 Ether",0.00095378%,835
5677,0xb140a429c342083e97daf42d5d82634bd7ade7d4,Worldwide Asset eXchange: WAXG Token,"1,140.81703829 Ether",0.00095178%,454
5704,0x27a94869341838d5783368a8503fda5fbcd7987c,WePiggy: pETH Token,"1,131.62313224 Ether",0.00094411%,1485
5903,0xb8689b7910954bf73431f63482d7dd155537ea7e,Dopex: Multisig,"1,089.37261967 Ether",0.00090886%,53
5934,0xd757fd54b273bb1234d4d9993f27699d28d0edd2,KuCoin Pool,"1,081.91128991 Ether",0.00090264%,96
6004,0xb4cd0386d2db86f30c1a11c2b8c4f4185c1dade9,Huobi 31,"1,060.5921229 Ether",0.00088485%,951
6218,0xdd2a08a1c1a28c1a571e098914ca10f2877d9c97,Loopring: Proxy Admin,"1,013.20015649 Ether",0.00084531%,142
6309,0x9fa8fa61a10ff892e4ebceb7f4e0fc684c2ce0a9,hongcoin,"1,003.62404836 Ether",0.00083732%,229
6390,0x90982a6db6caa3ee2ed1a32428abbe1256344962,Bitlo Cold Wallet 1,"1,000.84236128 Ether",0.00083500%,52
7152,0x9a2d163ab40f88c625fd475e807bbc3556566f80,SingularX,926.57560084 Ether,0.00077304%,161364
7192,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,MEV Bot: 0x000...f56,918.56430793 Ether,0.00076636%,2208074
7477,0x6cc5f688a315f3dc28a7781717a9a798a59fda7b,OKEx,897.24172562 Ether,0.00074857%,2904232
7624,0x0194512e77d798e4871973d9cb9d7ddfc0ffd801,stakefish: Eth2 Depositor,871.6 Ether,0.00072717%,706
7686,0x13000c4a215efe7e414bb329b2f11c39bcf92d78,BiFi Finance: ETH Wallet,857.40260661 Ether,0.00071533%,2873
7689,0x56fcb471a9dde74045830439ad6612c9aad53c19,SquiggleDAO: Treasury,856.72529494 Ether,0.00071476%,86
7852,0x7ee7ca6e75de79e618e88bdf80d0b1db136b22d0,Switcheo Exchange V2,828.28509874 Ether,0.00069104%,176281
8173,0x2819c144d5946404c0516b6f817a960db37d4929,Remitano 2,791.35686739 Ether,0.00066023%,1761796
8175,0xa1b1bbb8070df2450810b8eb2425d543cfcef79b,BackAndAlive Donation Wallet,791.15058012 Ether,0.00066005%,852
8240,0x15ea80252e55869d37acee90667d464affe197e1,Rubber Duck Bath Party: Deployer,779.97697235 Ether,0.00065073%,28
8242,0xd5524179cb7ae012f5b642c1d6d700bbaa76b96b,Augur: Delegator,779.64500032 Ether,0.00065046%,4749
8351,0x55fe002aeff02f77364de339a1292923a15844b8,Circle,762.18877807 Ether,0.00063589%,590723
8358,0xa30d8157911ef23c46c0eb71889efe6a648a41f7,BigONE,761.2941501 Ether,0.00063515%,117669
8486,0xe5a04d98538231b0fab9aba60cd73ce4ff3039df,EtherFlip,747.68282426 Ether,0.00062379%,74112
8510,0x8f03f1a3f10c05e7cccf75c1fd10168e06659be7,Miner: 0x8f0...be7,744.97097543 Ether,0.00062153%,96
8523,0xc234e41ae2cb00311956aa7109fc801ae8c80941,Arbitrum: Multisig,743.262 Ether,0.00062010%,71
8663,0x5a1e54f7dc927dbfd25b1fdd7f860cb3b8f733ee,Americana: Deployer,725.56399058 Ether,0.00060534%,177
8710,0xda4a4626d3e16e094de3225a751aab7128e96526,TheDaoCurator,719.06555634 Ether,0.00059991%,554
8749,0x88e343f4599292c2cffe683c1bb93cd3480bdbab,PXN: Cold Wallet,712.09107796 Ether,0.00059410%,82
8772,0x77ab999d1e9f152156b4411e1f3e2a42dab8cd6d,Kuna.io 2,708.87875906 Ether,0.00059142%,72161
9075,0x220a9f0dd581cbc58fcfb907de0454cbf3777f76,MCDEX: ETH Perpetual,683.62048187 Ether,0.00057034%,3892
9132,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,MEXC: Mexc.com,677.42876419 Ether,0.00056518%,2189441
9229,0x3ddfa8ec3052539b6c9549f12cea2c295cff5296,Justin Sun,668.05670866 Ether,0.00055736%,1711
9359,0x1ce7ae555139c5ef5a57cc8d814a867ee6ee33d8,Token.Store,652.9292069 Ether,0.00054474%,712388
9505,0x68a99f89e475a078645f4bac491360afe255dff1,India Covid-Crypto Relief Fund,639.46939848 Ether,0.00053351%,947
9597,0xe0036fb4b5a3b232acfc01fec3bd1d787a93da75,Sound.xyz: Deployer,629.38833275 Ether,0.00052510%,158
9615,0x136d841d4bece3fc0e4debb94356d8b6b4b93209,InsurAce Protocol: Stakers Pool V2,627.70620349 Ether,0.00052369%,61
9643,0xea674fdde714fd979de3edf0f56aa9716b898ec8,Ethermine,625.30874249 Ether,0.00052169%,44180157
9837,0xe28e72fcf78647adce1f1252f240bbfaebd63bcc,Augur: Token Sale,610.002 Ether,0.00050892%,592
9865,0xcc120361cb6ded8c3611460a59176512d8758dbb,AyeZee: Copium Wallet,607.64890388 Ether,0.00050696%,384
9921,0x6a159503e49ddb8e49659d6cacf5236ac4213d86,BitDAO: ByBit Contribution,603.06177864 Ether,0.00050313%,69
9997,0xf9440930043eb3997fc70e1339dbb11f341de7a8,Curve.fi: ETH/rETH Pool,600.24902466 Ether,0.00050079%,2445
