Rank,Address,Name Tag,Balance,Percentage,Txn Count
1925,0xf88ea46816dd2439f8d011feaa5b4108ef04c041,,"5,077.07443992 Ether",0.00423579%,2
1926,0x6fc48de8f167456b7aa27dd4ecfabba329ea623d,,"5,077.03409979 Ether",0.00423576%,116069
1927,0xcccae58bd3dbed4228dd10f3bb326697f6d0facc,,"5,074.99811 Ether",0.00423406%,3
1928,0x4f48a636d70871da498b2e3c7c091280dd685e38,,"5,074.38978972 Ether",0.00423355%,29
1929,0xdc7b28976d6eb13082a5be7c66f9dcfe0115738f,,"5,074 Ether",0.00423323%,5
1930,0x7d3df6dc59992463f4776214f93bd70ef6ed11ee,,"5,071.68354588 Ether",0.00423129%,28
1931,0x1aaf2f422f39687459031e6b9a788eccab84d214,,"5,068.61935779 Ether",0.00422874%,84
1932,0xb639f2e9a057e9023ccb69b09449b6b7291b3152,,"5,066.87247141 Ether",0.00422728%,74
1933,0xf1af6f01fd9626c851b7dea6810ee388dea5c846,,"5,050.14323523 Ether",0.00421332%,18
1934,0xcb33844b365c53d3462271cee9b719b6fc8ba06a,,"5,037.79663997 Ether",0.00420302%,2307
1935,0xa30517f86648f18f1199773efd3a0fe2322d6c25,,"5,034.999475 Ether",0.00420069%,1
1936,0x707264911aa5a38e7b4da595fe7ff1bcbd6be032,,"5,034.1 Ether",0.00419994%,4
1937,0xcbad5e5bf07115d0831e85cbc9b5c78cd5ca99ef,,"5,024.47962944 Ether",0.00419191%,2
1938,0x51188750f337f044a73ae9a7f65c441e56d7abec,,"5,022.9043 Ether",0.00419060%,3
1939,0x8782d7ef42161464b9d80db499d5938e8d14b506,,"5,013.34020004 Ether",0.00418262%,2
1940,0xde53067117188e1b0cef1ca7c44ad8ba668bc073,,"5,010.04088482 Ether",0.00417986%,18
1941,0xce788965dfaf7ba3fd08eee2c99a8cca1e9a0674,,"5,009.81269591 Ether",0.00417967%,27
1942,0xbd82fd42bf9ccfa1bd97ff9ad9b4fa7d5dd54a25,,"5,008.15890991 Ether",0.00417829%,69
1943,0x5f6c15dfebc6e69acf13d9012b577ab70db38097,,"5,005.5 Ether",0.00417608%,25
1944,0xf8720e8f2b8ce731e02ad351d0f13b15aecc151a,,"5,005.40684901 Ether",0.00417600%,289
1945,0xc5561cd926dcd0bc20ae8e893584a7b3dd05164f,,"5,005.147879 Ether",0.00417578%,5
1946,0x2d69692d54f9df37d9a2a509b148ed10fcf6d766,,"5,005.007271 Ether",0.00417566%,10
1947,0xd89350284c7732163765b23338f2ff27449e0bf5,,"5,004.70643357 Ether",0.00417541%,95321
1948,0xccbb7e8ff1da25a15e870e8fe4ef7c604e947210,,"5,004.137879 Ether",0.00417494%,4
1949,0xb83b1807cf65d9bea7948268e7c668c07cdda5fe,,"5,003.12748 Ether",0.00417410%,5
1950,0x3f8ae055da8a5afa6ca6e49ea0bf5b01d1332bbf,,"5,002.26845455 Ether",0.00417338%,6
1951,0x12f4b11e70aa4dd2828420fba49fe3dc7afdd1e7,,"5,002.11748 Ether",0.00417325%,4
1952,0x128b80de8622f00163a53f77c33192d41a93bf96,,"5,001.93033996 Ether",0.00417310%,11
1953,0x6c5a848b0d547ff7bb71bd86c1a649c26bee6065,,"5,001.15982645 Ether",0.00417246%,3
1954,0x529ac45c2d6b514ee0dd49c95506da53df598246,,"5,001.1508747 Ether",0.00417245%,15
1955,0x6b22ef567858713859ecb9621ae02ec8c9e9cf42,,"5,001.10748001 Ether",0.00417241%,4
1956,0x8f010a41041f0c140c7923b314a99ca29dcf38e0,,"5,001.10720048 Ether",0.00417241%,46
1957,0x36cd6f4e073e98def06c062dee3c5bd56a332301,,"5,001 Ether",0.00417232%,12
1958,0xbf9453de9c3992bf7c893b001a3f8f3dfb0e9637,,"5,000.99047275 Ether",0.00417231%,3
1959,0xa8c725bf5edae1f842dd0b74a9cd8ebccc4d4a52,,"5,000.88883309 Ether",0.00417223%,21
1960,0x073187310a4f69d2898a757925a872c80319989d,,"5,000.751872 Ether",0.00417211%,29
1961,0xb89d42756931ad27410ddb48e0c11fde22e253e9,,"5,000.71776884 Ether",0.00417209%,35
1962,0x6aef3a9b06ca4b5e3654a12db360830137a379be,,"5,000.68534484 Ether",0.00417206%,12
1963,0x0e6d7974e5034944eb4a41cc2a4a556bf3cdace0,,"5,000.682407 Ether",0.00417206%,6
1964,0x26e4f09de82cb66709885b0ccc43595a769ad80e,,"5,000.57787259 Ether",0.00417197%,23
1965,0xfee977939a998ed62bf06eb696eeaf3ff25a288a,,"5,000.5 Ether",0.00417190%,4
1966,0x0f51ba3b305f2ac6f760ddab9cadb41d6cd33bd6,,"5,000.49298173 Ether",0.00417190%,6
1967,0x72c688a469f2a8d435303b5f54f94f0fabec86c2,,"5,000.48 Ether",0.00417189%,1
1968,0x42fcdbd8c71485bab2b57f562ada84032188edbe,,"5,000.44 Ether",0.00417185%,9
1969,0x34f93ff790c8b3e5da1b269eddee2d1277b9fe0b,,"5,000.10390939 Ether",0.00417157%,31
1970,0xa30965a445963ab0d016c86df1a905c2f58b379f,,"5,000.09690186 Ether",0.00417157%,6
1971,0x6b16ec8d6b9cff58d164bbc9f163fc4988620d6d,,"5,000.08756983 Ether",0.00417156%,11
1972,0x8dc622665ce1561d8ea6cb2cc48ae19291925568,,"5,000.06368503 Ether",0.00417154%,9
1973,0xad442c028315853de9470feb0935d2a04335f7de,,"5,000.06323798 Ether",0.00417154%,17
1974,0x4005000d00d06992e475df00dd6e9b91f6aade2e,,"5,000.04763203 Ether",0.00417153%,3
1975,0x75357474e732ee8fc62d7f276125fb50df3d15cd,,"5,000.03222448 Ether",0.00417151%,7
1976,0x8331c987d9af7b649055fa9ea7731d2edbd58e6b,,"5,000.01 Ether",0.00417150%,2
1977,0xa1f5e1570502d5c0d3650f3671c10851133d7a2d,,"5,000.00902285 Ether",0.00417149%,165
1978,0x37939b9c7017bc763189751c1f619c60b50d3352,,"5,000.00046805 Ether",0.00417149%,21
1979,0x79ba8b20c3e5579141c17881e19fb2cdcebc36dd,,"5,000 Ether",0.00417149%,2
1980,0xb520090f70d4ada4a2433df298ac40211463fb38,,"5,000 Ether",0.00417149%,3
1981,0xe9562db305e20d0463d9d4d20773d28b9a2f7800,,"5,000 Ether",0.00417149%,5
1982,0x20e4d327573158743fcf1f624b4df90d1ea2cb04,,"5,000 Ether",0.00417149%,3
1983,0x8155f5f521bccf74bdecacc870260c9f81e6ba93,,"5,000 Ether",0.00417149%,6
1984,0x0c4f67be48dfa1ba709ded5ce23881cb7fbd0294,,"5,000 Ether",0.00417149%,2
1985,0x36002a8affce267f80de15568227e36bf582424d,,"5,000 Ether",0.00417149%,1
1986,0xfa42ef6e087b019587b2b61e387bb00543755810,,"5,000 Ether",0.00417149%,1
1987,0xfd409f700ee9d27b533baaa38b5db31e59b5ff8b,,"5,000 Ether",0.00417149%,3
1988,0x29789ec901ac1d95b8b1f7473e62ba086d315643,,"5,000 Ether",0.00417149%,2
1989,0xd81816a8e84a351eb1994e38b6af9e2f15b07665,,"5,000 Ether",0.00417149%,1
1990,0x509ad5bdcd332759f023f5f9238f51ae2994a724,,"5,000 Ether",0.00417149%,2
1991,0x831faf2a2fbfa7d0f331ec6b79a13cbebeefe540,,"5,000 Ether",0.00417149%,2
1992,0x53e10a19cba87b222529e570298de8584d0de847,,"5,000 Ether",0.00417149%,2
1993,0x37a52cff30ca067dbc62e18410caf77b555aea49,,"5,000 Ether",0.00417149%,1
1994,0x0d1f2a57713ebc6e94de29846e8844d376665763,,"5,000 Ether",0.00417149%,1
1995,0x135cecd955e5798370769230159303d9b1839f66,,"5,000 Ether",0.00417149%,1
1996,0x4e7546a08d81bd2639e7aef26196e27a51b99c7c,,"4,999.999832 Ether",0.00417149%,1
1997,0x1495f6c71ffe09d7d14349a492f4d53b1dab4dc2,,"4,999.999475 Ether",0.00417149%,1
1998,0xd56a144d7af0ae8df649abae535a15983aa04d02,,"4,999.9988935 Ether",0.00417149%,4
1999,0xe7f32a597a9eb7b7df45c6487e6f681d5c319a53,,"4,999.99209037 Ether",0.00417148%,3
2000,0x60dd4ef6585541e3b2fda3f952dfd45699b1e932,,"4,999.98705892 Ether",0.00417148%,5
2001,0xab783dffc938811fbae754e3597e6ca119bf87e1,,"4,999.97428199 Ether",0.00417147%,10
2002,0xd5ea472cb9466018110af00c37495b5c2c713112,,"4,997.8 Ether",0.00416965%,1
2003,0xfe1d96426dbeb3e1d902318e5fdc8ba731879e7a,,"4,994.1 Ether",0.00416657%,4
2004,0x3de0c040705d50d62d1c36bde0ccbad20606515a,,"4,989.1 Ether",0.00416239%,155
2005,0xc13a2c835d6edf0127e0a5ed04f351e4fea14349,,"4,982.69372399 Ether",0.00415705%,123
2006,0xeefea562812d5aad3a56ace1ba1238423a843c66,,"4,982.44934428 Ether",0.00415684%,12
2007,0xad14cb0885f7c412cac7db8e710018f58d983f7c,,"4,981.987598 Ether",0.00415646%,6
2008,0x762647e9343049a24102095e7894f9c0eb2fa1a6,,"4,977.77452721 Ether",0.00415294%,227
2009,0xd21b40a987f44c212db8311376e4d8c1dc50f379,,"4,975.51562456 Ether",0.00415106%,1
2010,0x9ff04e94cedfd6328b6fc01d89b35c130cb207c9,,"4,970.04549498 Ether",0.00414650%,4
2011,0x5da33d7ca65dce269fa2ad9679c32c048c3a82e1,,"4,966.19305149 Ether",0.00414328%,10
2012,0x34669322bdfca9e801ca334e7b0e6d69d1f87137,,"4,950.93615806 Ether",0.00413055%,22
2013,0xe7a9986fb06394fdff8201113473ee332063c08f,,"4,944.5600019 Ether",0.00412523%,2
2014,0x78ef36ccd0a517c2d28e675386c45fa792fcd3ca,,"4,940.77706285 Ether",0.00412208%,5
2015,0xc64db9632d901684ed3b247509b26fd30c642b4c,,"4,939.68276439 Ether",0.00412116%,16
2016,0x26b3dc19fd150de132773c591bf420731a0028db,,"4,937.05699124 Ether",0.00411897%,82
2017,0x3a644566f015f0eb517cda7756560acfafec9bac,,"4,929.9302333 Ether",0.00411303%,22
2018,0x3fe0bf87b9fff545a85adc63ec93acc46b7ca542,,"4,927.00241094 Ether",0.00411059%,329
2019,0x3d347c6d9cd39044323cf23f52a1ce9463fa2cdf,,"4,926.496832 Ether",0.00411016%,5
2020,0x0496dc00c1535514f8121b57cf8dfbe1ac502ca2,,"4,925.89913901 Ether",0.00410967%,31
2021,0xf355d3ec0cfb907d8dbb1bf3464e458128190bac,,"4,925.6 Ether",0.00410942%,2
2022,0x20aaf0fffdb1d8cef398d707297d53498f4d1b63,,"4,921.6106 Ether",0.00410609%,3
2023,0xcc0f9003dedd31bffe660eca833c3778febbe086,,"4,916.70345452 Ether",0.00410199%,2
2024,0x5e4c7d0c68a85de2ecb0f678fbcf0097ad905a55,,"4,905.42533729 Ether",0.00409258%,23
2025,0x0ebcb8ce91295622ab84af9eada3fbe98e926ecb,,"4,904.27554001 Ether",0.00409162%,6
2026,0xe38acc8ab307803e0cba3e2b838947720fa8c2d8,,"4,903.97446965 Ether",0.00409137%,12
2027,0xbfab6fa35e0e3dfee69c2176276a7d62130c4077,,"4,903.94666711 Ether",0.00409135%,1084
2028,0x4f7144dcb139a44a24041266d04802b88daf7f38,,"4,900.07205183 Ether",0.00408812%,332
2029,0xb1692533dc3cd5ac51364480603df955f9bcefe2,,"4,900.03231677 Ether",0.00408808%,209
2030,0x3a64dc9cde75bcc1a36407eeaab3ea1164fe5406,,"4,899.10228779 Ether",0.00408731%,26
2031,0x77658f50628ce6768e8a2cbf5c44e4db515a9ec7,,"4,899.03208099 Ether",0.00408725%,24
2032,0xea361043a14509fd3d1743dcefc861fa5a3c3018,,"4,883.18374816 Ether",0.00407403%,33
2033,0xda9be684cfb2770b3e805469ff772cd6af24ccb2,,"4,877.26320889 Ether",0.00406909%,1
2034,0xdb10f3e5329509c7a84abe34f3db8b86b6f28fb9,,"4,876.32935208 Ether",0.00406831%,1056
2035,0x3350104b29504d6865fd57335a7ab4f3dd634460,,"4,873.87574 Ether",0.00406626%,2
2036,0xabd5287049c07f38110dd0788ba464e23cc41393,,"4,865.19481708 Ether",0.00405902%,3
2037,0xdc84de099f4c9d008f6aab88988d39dc1084191f,,"4,865.08101726 Ether",0.00405892%,3
2038,0x61dbcf69579b450194da561806ea9a237ea8a1a3,,"4,862.93920752 Ether",0.00405714%,96
2039,0x9bacd3d40f3b82ac91a264d9d88d908eac8664b9,,"4,849.931352 Ether",0.00404629%,14
2040,0x5dda2d36121b135f1fa47db95220914e4d680c59,,"4,848.8560235 Ether",0.00404539%,22
2041,0x0ce0f4b23fcd0a21e2ae3009c23854fc209ce938,,"4,847.49790544 Ether",0.00404426%,210
2042,0x3e4583617064d3b0c8ac4505de9e6bff1e01474f,,"4,846.80924183 Ether",0.00404368%,41
2043,0xa13fa64b655b1c752db75351bd89d95bb6844e2e,,"4,841.86486 Ether",0.00403956%,5
2044,0xbfaf8153f9b74807c5ba9fac4f363600dc4c2721,,"4,834.34630419 Ether",0.00403328%,4
2045,0xa7a98163b9eb10495ce44c8b82a248a84cf20eb3,,"4,827.51388048 Ether",0.00402758%,21
2046,0x5c654e2328394c1751a6106af470be95cc98bccd,,"4,815.611559 Ether",0.00401765%,60
2047,0xe154daeadb545838cbc6aa0c55751902f528682a,,"4,813.99714008 Ether",0.00401631%,5
2048,0x039e4b541bc94d3748a2863a67c629f736fb25ef,,"4,813.10292484 Ether",0.00401556%,16
2049,0x4ac41d9e68277fd27734d9d6aabe052afc969fcc,,"4,812.67412185 Ether",0.00401520%,23
2050,0x296b6d99bc6603928ed6ac44e371149fc909730f,,"4,812.49 Ether",0.00401505%,1
2051,0xed7ca844b23468962c6f6e63c78804a1d59268d4,,"4,810.82364794 Ether",0.00401366%,14
2052,0x96d1aee16806411fd79ece3f68ea773a3f075b88,,"4,809.14945674 Ether",0.00401226%,3
2053,0x4ebd0ff9775caf99a954fda08e332fc37b1bf81e,,"4,804.65791094 Ether",0.00400851%,4
2054,0xb917185492a570808277b1cc37d864255438d0f9,,"4,800.0174131 Ether",0.00400464%,5
2055,0x6fbc99ee603bd9ce38159ec168fc4d0199f74568,,"4,799.86706 Ether",0.00400452%,6
2056,0x6b878fde863891fe84ee3b68a39abb7c94a9f68b,,"4,798.89588282 Ether",0.00400371%,3
2057,0x4af5bfbbf66f8542edc76a2024d5b1bb32d7c5ec,,"4,792.99715786 Ether",0.00399879%,301
2058,0x5020de451e40b11a7b62feccc36cbfc5f40a8418,,"4,777.23980564 Ether",0.00398564%,2
2059,0xbeb3a29fa4c452c705c32990ab88bb53d202d323,,"4,774.0141477 Ether",0.00398295%,8
2060,0x87fe7fa7a828156b319430ae8b55fea167654dad,,"4,772.26799806 Ether",0.00398149%,17
2061,0xfbb99fbb25be5ebad9e4fa9d36e657fd4e177e31,,"4,763.36782397 Ether",0.00397407%,3
2062,0x9b0bdbdd6e27301ef721ad3f631bb5ef1709a9ec,,"4,756.55 Ether",0.00396838%,2
2063,0xa5efb6fcc0e5e3300af04a643f72f103ac5deda0,,"4,754.94438361 Ether",0.00396704%,1
2064,0xb60a5f12dbefdfdff727a4b55e11c89dda36670c,,"4,749.95716932 Ether",0.00396288%,75
2065,0x375203d21e61b477b4577840ec538c008c12e2ec,,"4,749.62520687 Ether",0.00396260%,54
2066,0x9a260bde017b0caf71a9f22aac11f4f9f364d712,,"4,731.03079728 Ether",0.00394709%,4
2067,0x941b4fdb4b1533ab2cc8b90ff0700f658b4aa642,,"4,720.83819522 Ether",0.00393858%,8501
2068,0x95e8d87b1b22dffca6cf4c466bda7ecdebe964d0,,"4,705.1489337 Ether",0.00392549%,2
2069,0x25bc634180fb0050c8b03222934f2d8499ad29ae,,"4,700.8327357 Ether",0.00392189%,123
2070,0xc86eb1b01dbd48cee651b00def62eeef5a251479,,"4,700.00026653 Ether",0.00392120%,12
2071,0xd39beede96046aa0c20ea1698427a25691c334e3,,"4,700.00003919 Ether",0.00392120%,71
2072,0xc2f747da0f39ee0aea48a9dc15e6e9e699bb708a,,"4,700 Ether",0.00392120%,9
2073,0xf4ddfae2f536f811b2ec4f47aa3a609847aa14d4,,"4,698.97678951 Ether",0.00392034%,22
2074,0xe29cb11cee84e0ffff50dc9ffcd230d803ad18fa,,"4,696.344711 Ether",0.00391815%,423
2075,0xaaf33a7e4756d097b2158551a25374daf600c49d,,"4,694.41213178 Ether",0.00391654%,38
2077,0x0cb1d4a24292bb89862f599ac5b10f42b6de07e4,,"4,691.27953898 Ether",0.00391392%,34
2078,0x8ca6cb0a4f2ee042aa016eea6a838b6434656f83,,"4,690.84587226 Ether",0.00391356%,16
2079,0x7b7014d5c989cdd48ff688a650d426208950d565,,"4,677.79453967 Ether",0.00390267%,2
2080,0xdd1c5cbb1ad80e33f7cc2c1e552a393bb66a166d,,"4,674.8276102 Ether",0.00390020%,32
2081,0x58cb71be5e9702db4376f9c45277554d929248f2,,"4,673.970953 Ether",0.00389948%,14
2082,0x1dd01835e0eb26abe597e2e69ffac1a6cd00283a,,"4,657.03387064 Ether",0.00388535%,467
2084,0x550553bfca0bf6086978521f0d5773b9bc1d6549,,"4,650.94566228 Ether",0.00388027%,22
2085,0x3ee4361b72c7ecac056f2dfb32449b142d937675,,"4,644.82873305 Ether",0.00387517%,35
2086,0x59ed4b54ff42fd65042bd026020bb12acd413fd4,,"4,640.84283906 Ether",0.00387184%,18
2087,0xba8f443d1618a1fdf473c9a6be21eb69a520f748,,"4,626.99687656 Ether",0.00386029%,1
2088,0x8f5a58f4a367efb20647d01ac20353686d219597,,"4,621.81056879 Ether",0.00385596%,11
2089,0x0929fbcf1fd05047aece6ddfcd1f3619c3467374,,"4,621.76077005 Ether",0.00385592%,39
2090,0xbdaaab748b1d83324d8062ac932be87b3a25f51a,,"4,617.9219166 Ether",0.00385272%,3
2091,0x05cb45dbf6e743ca5b98f1b6cdc8ff6eddc2909f,,"4,617.01460712 Ether",0.00385196%,10
2092,0xa3e6c5fea97a929dfad8588a465e23c1f2e807a0,,"4,613.77235371 Ether",0.00384926%,5
2093,0x21f0ec8719b1e92f04f57d1e41dbdf248b5514b3,,"4,608.99597053 Ether",0.00384527%,53
2094,0xc26b89a667578ec7b3f11b2f98d6fd15c07c54ba,,"4,603.66042402 Ether",0.00384082%,352
2095,0x61e710a6cd7d0af527a536bb48a0120528e24640,,"4,598.99845418 Ether",0.00383693%,2
2096,0xf25e4c70bc465632c89e5625a832a7722f6bffab,,"4,598.32369409 Ether",0.00383637%,9
2097,0xbc64de0ecd5cc636dc39f8691debf6513ce63e58,,"4,593 Ether",0.00383193%,6
2098,0x76ade2f654eb9490275114310fde8dac0d0eed87,,"4,581.95664093 Ether",0.00382271%,29
2100,0x883c4599c455fc337ca43bf9d63eba45f995a769,,"4,567.02648574 Ether",0.00381026%,155
2101,0xd70300d3d31a38f2c1b302e0e90136a4d24ad972,,"4,564.79282503 Ether",0.00380840%,47
2102,0x920f5834803c4c8f42ab4b85cbe65251701bbe4f,,"4,564.5146898 Ether",0.00380816%,54
2103,0x760f216523a628a2ddf4491b43a6f0d87d288793,,"4,564.032652 Ether",0.00380776%,47
2104,0x71fe7f10b1167f4e81b555c0038169cfe142368b,,"4,548.26868413 Ether",0.00379461%,43
2105,0x6389e6ea7a3c099092d1b7c46e48d809d2498a59,,"4,544.86837388 Ether",0.00379177%,16
2106,0xea4707cb7b10e8c3a7d2ff1d7f8382b64ec592f1,,"4,531.21566725 Ether",0.00378038%,8
2107,0x62afa7882c702e24195fb4905d44533b88d795b2,,"4,526.17800793 Ether",0.00377618%,72
2108,0x49eafa4c392819c009eccdc8d851b4e3c2dda7d0,,"4,524.98360399 Ether",0.00377518%,1073
2109,0x8055654278e50a1880fb886ca9eea543dea2e3f0,,"4,524.31740249 Ether",0.00377463%,4
2110,0x03e61d2edfbce5f55b603d9d4f8768804d21764b,,"4,522.93800692 Ether",0.00377348%,74
2111,0xffd837984668002aa8aae4a8839782293c91187e,,"4,522.16823095 Ether",0.00377283%,61
2112,0x066139a795282b301524500bda30341777b126cc,,"4,520.07105714 Ether",0.00377108%,52
2113,0x7fbf9e42e75e5636998f08aaa7195bd8a0334503,,"4,519.11905932 Ether",0.00377029%,18
2114,0xe28daf3029e3d6b92ca53f8ec8a57355c7fbd06d,,"4,518.09905867 Ether",0.00376944%,27
2115,0x88ff2b326b2d551e0c5977e3e5377d5f4cf28206,,"4,507.9723006 Ether",0.00376099%,11
2116,0xb5204f3d044ba93723c1fa9b5b53319f11f374fd,,"4,506.008437 Ether",0.00375935%,2
2117,0xf21e07d55a75fa7e5ac2074483ac43608f28572e,,"4,502.50508605 Ether",0.00375643%,7
2118,0xf0da4993242b5dccd9912f62410aa18920b1024a,,"4,501.91572412 Ether",0.00375594%,23
2121,0xca02c1155311ffe056b6337c3fc06dac339c3a86,,"4,500.727714 Ether",0.00375495%,619
2122,0xcb70372f535ffffcf42b8dcd998ee83177e520e0,,"4,500.59820658 Ether",0.00375484%,55
2123,0x5a2f98275fe9abbe474bbfbf0b193e2e869266eb,,"4,500.325737 Ether",0.00375461%,2
2124,0xf70c9547ca5016797d7fd9623320d653e82d83a5,,"4,499.99028999 Ether",0.00375433%,5
2125,0xf392c206a5e942fcd95dce3773f6173a949add39,,"4,499.98 Ether",0.00375432%,1
2126,0x45ca9862003b4e40a3171fb5cafa9028cac8de19,,"4,498.77447098 Ether",0.00375332%,40
2127,0x4d026bf4fd179d8bdc954c471c7618aa6a245a88,,"4,490.62300258 Ether",0.00374652%,39
2128,0x2ddbeedb4d93f4fcba90ad6063864f1c0efd6c4a,,"4,482.78108093 Ether",0.00373997%,22
2129,0x13fb6d3425ae1a8d4a25f4dfccbcde449950b4b2,,"4,480.37740567 Ether",0.00373797%,35
2130,0x635fd22ea5834dd0a7525e05a1c8212114f84f66,,"4,474.61342895 Ether",0.00373316%,26
2131,0x7e82fb194b1d1530e8cec8d2b34e846ca4816c06,,"4,473.17999999 Ether",0.00373196%,4
2132,0xc6ada3470e7606b7f386cac14be05b242effe255,,"4,468.78816537 Ether",0.00372830%,2
2133,0x366edee42ebe6877c90649545f3ceaa6d48f560b,,"4,462.41320312 Ether",0.00372298%,66
2134,0xd6143d57e02e0afc829da5b86e20f4292777ab65,,"4,460.21545036 Ether",0.00372115%,6
2135,0x0beefb040149eef25b62877884f2b31db859103c,,"4,460.04307196 Ether",0.00372100%,7
2136,0x69515a28fe6d1ec8d3ba22f3f9973903bc83f805,,"4,452.53617266 Ether",0.00371474%,7
2137,0xf639b4fc3bcfeff2748a5305f339c7bd78381cd9,,"4,450.93131853 Ether",0.00371340%,8303
2138,0x97df8f5982164bfc4cc109e9a1a8899299484c1c,,"4,450.79400121 Ether",0.00371329%,5
2139,0x19d675bbb76946785249a3ad8a805260e9420cb8,,"4,450.75330989 Ether",0.00371325%,563
2140,0x590ff6c88e453bbbef2d8afde9f95871df987018,,"4,449.99705799 Ether",0.00371262%,12
2141,0x09caf8a6487de73c72a3d917ef8b9e4779589427,,"4,439.28303378 Ether",0.00370368%,20
2142,0xaa5e25b7033213b34a0677ade03a6f634ce4aa0e,,"4,439.12526419 Ether",0.00370355%,6
2143,0xaa23ca423e6c514c90154b52192d915c2467a9f2,,"4,433.48873765 Ether",0.00369885%,28
2144,0x88195b961e64f0f16420518196d72bf40315a557,,"4,431.60858676 Ether",0.00369728%,23
2145,0x44f5662c8edb6031679b37297018233f9d1fb452,,"4,428.15433383 Ether",0.00369440%,2
2146,0xb7de8bed0da8b0e071de651941c3e7bde97b1bc2,,"4,424.763354 Ether",0.00369157%,2
2147,0xd8d98ee915a5a4f52c40d97fcd8ffadea1ee8604,,"4,421.99876212 Ether",0.00368926%,4
2148,0x81e7c8656430b9a0c24a86c1dfa0a2edb8579b67,,"4,420.986409 Ether",0.00368842%,15
2150,0xfc00752d3889103881bb696ee395927a8aad16fc,,"4,409.9971965 Ether",0.00367925%,2
2151,0x0fa3433cd67b1c3d024d67c61aaa018b46456fe6,,"4,406.40632979 Ether",0.00367625%,12
2152,0x8e083e475c2747e598c7129682bc32789b6469d6,,"4,400.87207053 Ether",0.00367164%,94
2153,0xba3691baff0cc9ee7b1b59aa38e0a14f2b6be6aa,,"4,392.28192798 Ether",0.00366447%,25
2154,0xfacf46ea1e0ad2681103e726f64cfc503e9da5d6,,"4,391.94950016 Ether",0.00366419%,181
2155,0x854691ce714f325ced55ce5928ce9ba12facd1b8,,"4,380 Ether",0.00365422%,1
2157,0xbe17d91c518f1743aa0556425421d59de0372766,,"4,360.6725 Ether",0.00363810%,36
2158,0xe8d0d2e8bb1021d3ab1ca1036b0e4bebd6dc8183,,"4,360.593129 Ether",0.00363803%,17
2159,0xa76e92a521c31654d2e08d078262b5638d30a1f9,,"4,360.01029568 Ether",0.00363755%,2
2160,0x04a586c492d00e203ad56135ef858902b3b0a500,,"4,356.44541224 Ether",0.00363457%,2
2161,0x30df53dceee3b47bd493110debbbc03ce8d54954,,"4,355.71588752 Ether",0.00363396%,896
2162,0x0f0bb6240f5606d6e09156da8387fb445290294b,,"4,354.53641728 Ether",0.00363298%,53
2163,0x840fd847eed7c635ea3d129ebc07d6ec3b4b2ad8,,"4,350.40226818 Ether",0.00362953%,4
2164,0x92c0ecb7ee4533a4dfb735f3e8fab695a377ee35,,"4,350.11155993 Ether",0.00362929%,7
2165,0x391716d440c151c42cdf1c95c1d83a5427bca52c,,"4,348.38736048 Ether",0.00362785%,398
2166,0x9e2e42671dd69eb3707c8b747474cd80c3637bf8,,"4,347.83343193 Ether",0.00362739%,26
2167,0x040f62df590e163d55ff7d9f391c7e7f924c46dd,,"4,340.3306486 Ether",0.00362113%,35
2168,0x603fb4a8e546c544d566e3d4f3fd10d634bacf29,,"4,340.245674 Ether",0.00362106%,3
2169,0xbe4d76c2cdc72625f134117caddc7082b9dfabef,,"4,340.11814884 Ether",0.00362095%,6
2170,0x9675544b0b2ab27d1b82c734e29d26e084a50314,,"4,332.30500711 Ether",0.00361443%,9
2171,0xd474c730341bcaafe2ae3b55a7c6374a613bfe60,,"4,327.39228623 Ether",0.00361033%,968
2172,0x1e5266435a2883f856514985761f25b64da05bb0,,"4,325.30737947 Ether",0.00360859%,173
2173,0x485c10dd4ea8bf25dacb6609035f5946c57d13b5,,"4,322.86951328 Ether",0.00360656%,26
2174,0xe65b6865dbce299ae6a20efcc7543362540741d8,,"4,322.26228243 Ether",0.00360605%,155
2175,0x7e61e4b9a21a5289d75faaecd0de5e3ce23c2d27,,"4,310.40008832 Ether",0.00359616%,58
2176,0xb21628ce267da0be39673a713690505401ed5349,,"4,306.3973099 Ether",0.00359282%,34
2177,0x0851af9c23a8a8e2b0b2e80e51ecc7cac741965c,,"4,301.83935337 Ether",0.00358901%,97
2178,0xc3aab18427ef7a69698311c4b3e417fa974287af,,"4,299.99 Ether",0.00358747%,2
2179,0xe6a421f24d330967a3af2f4cdb5c34067e7e4d75,,"4,292.49858718 Ether",0.00358122%,1308
2181,0x312e90214eceefb6ade4d7017f70ec802e228acc,,"4,289.05099509 Ether",0.00357834%,12
2182,0x4a2ee0c61d6d88630139030a6e55a27e80c1943f,,"4,284.119559 Ether",0.00357423%,148
2183,0x87e349d29cf7beca210e63ca0c6a037ecc2614f1,,"4,283.25728695 Ether",0.00357351%,50
2184,0x6a8dc8b5dc675d444076aee8333481b54128ae91,,"4,280.1690917 Ether",0.00357093%,7
2185,0xdfe25c8dfd5143caf47e22909bf284b84261b5c7,,"4,273.81343354 Ether",0.00356563%,4
2186,0x0a0d887965036b3c12dba9eece54d340ac323210,,"4,262.28645134 Ether",0.00355601%,24
2187,0x5d7aaa862681920ea4f350a670816b0977c80b37,,"4,254.70303338 Ether",0.00354969%,66
2188,0xae21b5410d80f24af485ed1d7ec40da78e8240a8,,"4,252.5954691 Ether",0.00354793%,185
